0.033938988,0.019366546,220890,0.433601252,1,0.033353885,0.045324722,0.03894618,0.571388201,0,-1,0.63929105
0.035090796,0.017836229,211932,0.302520358,1,0.018258828,0.028457067,0.01856952,0.845628577,0,-1,0.797732291
0.078023066,0.034656438,181104,0.411120861,6,0.076566214,0.083584422,0.082410519,1.312708157,0,-1,1.679283726
0.069938124,0.026863308,187938,0.235335937,1,0.08040333,0.0804709,0.085894341,1.302366981,0,-1,1.514478179
0.078355681,0.025105829,168354,0.203027865,4,0.068273182,0.071166385,0.0774342,1.56868697,0,-1,1.547293204
0.055513181,0.02127851,161934,0.374390433,1,0.088130291,0.100738893,0.102272009,0.625756041,0,-1,1.047593464
0.063493249,0.026138185,167634,0.588861141,3,0.090284543,0.109677574,0.101533733,0.400122329,0,-1,1.528293783
0.074655786,0.020811128,174636,0.182065193,2,0.05073673,0.051717889,0.054767542,1.419125406,0,-1,1.39667079
0.069247639,0.022848191,213189,0.162782012,5,0.05795389,0.062907593,0.066376678,1.476727865,0,-1,1.405175689
0.065794411,0.022751624,197064,0.102571621,3,0.040306412,0.039110553,0.042655329,0.752812534,0,-1,1.413956887
0.062137619,0.020484925,163881,0.231551002,1,0.053111538,0.06103508,0.060323297,0.67280545,0,-1,1.359419335
0.071381708,0.023879877,198000,0.211552462,1,0.055152772,0.06209923,0.061312989,1.006720724,0,-1,1.474681818
0.071544245,0.025408054,186465,0.198179808,1,0.048393112,0.055063737,0.054702874,0.937307395,0,-1,1.525331832
0.062838655,0.024176744,176268,0.228434685,1,0.068270971,0.075554458,0.07722306,0.991568568,0,-1,1.326162434
0.074246044,0.023245919,152865,0.212370044,1,0.076824838,0.086793695,0.084261509,1.275007042,0,-1,1.55811991
0.060834204,0.022669249,195324,0.252032568,1,0.084152075,0.093855415,0.092379715,1.275709208,0,-1,1.245545862
0.023912025,0.012478761,201096,0.375544225,1,0.037584391,0.04432191,0.041106287,0.832534852,0,-1,0.452380952
0.097543159,0.033343542,158802,0.358678184,1,0.061054543,0.06618959,0.064488078,1.115525445,0,-1,2.267332905
0.075529411,0.020318286,191268,0.371679889,1,0.047750254,0.054215458,0.053677509,1.563925401,0,-1,1.523072338
0.080193558,0.025207986,161160,0.321590394,1,0.065697839,0.073978041,0.072547562,1.108114444,0,-1,1.613160834
0.035193431,0.017398018,204510,0.236091695,1,0.029722371,0.033809263,0.033053748,0.967132491,0,-1,0.736819715
0.021838186,0.009608413,237795,0.158089788,1,0.00803924,0.009136557,0.009017514,0.076243917,0,-1,0.340415063
0.038678218,0.016386738,194886,0.211210771,2,0.036327628,0.049392026,0.046386799,0.86499289,0,-1,0.733321018
0.041135026,0.014542687,188400,0.306989765,1,0.048003472,0.061994731,0.061618386,0.440140758,0,-1,0.895461783
0.069084121,0.029347492,149733,0.273644244,1,0.060122769,0.064137515,0.063719865,1.759690151,0,-1,1.773256396
0.071571049,0.031206487,212784,0.186578089,1,0.036911034,0.036949541,0.037507217,1.613594567,0,-1,1.912672005
0.043248306,0.021611015,189600,0.226303357,1,0.078783111,0.082655405,0.083551265,1.374826644,0,-1,0.914636076
0.058034146,0.026632937,208560,0.341993854,1,0.054330123,0.063869162,0.062695388,0.648258001,0,-1,1.456214039
0.045884821,0.021702146,194340,0.496220851,1,0.093599277,0.110789479,0.113423,0.176552931,0,-1,0.975424514
0.035691918,0.013987455,233436,0.108920241,1,0.042966307,0.041866139,0.043052978,0.946530184,0,-1,0.516552717
0.023320631,0.013021366,277704,0.538740492,1,0.037468349,0.041776669,0.042852177,0.268220376,0,-1,0.393472906
0.056580112,0.02914445,260820,0.072630762,1,0.030072417,0.020765483,0.0228524,1.937281526,0,-1,1.004244306
0.045437511,0.021758129,294030,0.07069239,1,0.028062467,0.02235739,0.024019796,1.305783062,0,-1,0.648719518
0.029556468,0.01455092,217008,0.229319829,1,0.017993898,0.022203159,0.020773404,0.271385474,0,-1,0.611590356
0.020839582,0.010605003,249000,0.177810984,1,0.011836582,0.011929104,0.012662668,0.171285872,0,-1,0.39286747
0.080796246,0.038100436,214920,0.165183464,2,0.058810616,0.062163408,0.061456699,2.236351319,0,-1,1.990647683
0.058247592,0.028615839,151296,0.264781579,1,0.086839989,0.089279842,0.094075271,0.883323085,0,-1,1.3828125
0.043530801,0.018390239,168270,0.328907636,1,0.056397061,0.072871455,0.06811699,0.736183486,0,-1,1.025334284
0.032379438,0.010887082,199980,0.108915424,1,0.012327817,0.013201381,0.012883021,0.948618918,0,-1,0.591659166
0.052347031,0.019846444,201279,0.221176037,1,0.055100126,0.062037447,0.059633029,1.856960674,0,-1,1.00330884
0.064894702,0.020691591,175380,0.285000467,1,0.076203189,0.0832758,0.080772971,0.523407028,0,-1,1.053506671
0.076150125,0.023221325,207363,0.0715868,2,0.029805701,0.029509379,0.029791778,0.752043891,0,-1,1.395668465
0.060146454,0.018237843,148500,0.237923589,1,0.05900256,0.071347007,0.065774328,1.548465095,0,-1,1.148525253
0.052052998,0.022645778,233688,0.120103084,1,0.029946059,0.029425395,0.031601447,1.244595612,0,-1,1.079208175
0.065688366,0.022171858,237510,0.159405269,7,0.031489168,0.02973881,0.031724802,1.289986594,0,-1,1.277693571
0.072132289,0.0289572,199200,0.214957963,3,0.078793888,0.082106843,0.085819617,2.461390516,0,-1,1.638960843
0.08077907,0.028317046,186987,0.297525337,4,0.051446481,0.058343543,0.056428549,1.40545325,0,-1,1.767764604
0.034902408,0.014993857,172458,0.258228707,1,0.02729763,0.031521704,0.03026192,0.622114865,0,-1,0.682809728
0.080366794,0.026923177,184605,0.178693437,5,0.045899466,0.052799423,0.050669176,1.685659245,0,-1,2.002518892
0.069860573,0.016809227,204510,0.2488687,1,0.04364604,0.050830848,0.047049945,0.83325995,0,-1,1.214419833
0.057632786,0.017520101,143385,0.284947942,1,0.036835905,0.041506753,0.040117769,1.423939144,0,-1,1.075698295
0.075066865,0.025358493,213840,0.22772128,3,0.043617973,0.04965033,0.047384816,1.925690086,0,-1,2.019416386
0.025570391,0.011837041,218700,0.125168105,1,0.014970824,0.01462843,0.01487734,0.771270964,0,-1,0.466831276
0.018272176,0.008178543,247038,0.12277248,1,0.007237361,0.006056594,0.006271262,0.152382736,0,-1,0.350035217
0.118648722,0.047321656,176688,0.154560532,7,0.028358645,0.027860844,0.026315058,2.220765252,0,-1,2.978402608
0.028554606,0.014540436,204120,0.344745793,1,0.033883848,0.038573627,0.039214738,0.839712891,0,-1,0.679409171
0.059364611,0.021756137,208032,0.294112459,5,0.041316535,0.046375446,0.044965284,1.739852057,0,-1,1.453809991
0.069816968,0.028999674,208464,0.100154308,4,0.023802944,0.024777849,0.023261216,1.615109431,0,-1,1.746373475
0.065113073,0.02672762,209610,0.141956779,1,0.02030825,0.028878474,0.022920159,0.843314086,0,-1,1.549148418
0.048228584,0.0206075,207144,0.23740328,1,0.020114432,0.02398095,0.023503807,1.34974426,0,-1,1.03525084
