0,9,0,9
0,9,0,9
0,9,0,9
0,8,0,8
0,9,0,9
0,8,0,8
0,9,0,9
0,9,0,9
0,9,0,9
0,10,0,10
0,7,0,7
0,9,0,9
0,8,0,8
0,9,0,9
0,8,0,8
0,8,0,8
0,7,0,7
0,7,0,7
0,7,0,7
0,7,0,7
0,7,0,7
0,9,0,9
0,8,0,8
0,8,0,8
0,8,0,8
0,9,0,9
0,8,0,8
0,9,0,9
0,9,0,9
0,8,0,8
0,9,0,9
0,7,0,7
0,8,0,8
0,8,0,8
0,8,0,8
0,9,0,9
0,9,0,9
0,8,0,8
0,9,0,9
0,7,0,7
0,9,0,9
0,8,0,8
0,7,0,7
0,9,0,9
0,8,0,8
0,9,0,9
0,9,0,9
0,8,0,8
0,9,0,9
0,8,0,8
0,9,0,9
0,8,0,8
0,8,0,8
0,8,0,8
0,9,0,9
0,8,0,8
0,8,0,8
0,7,0,7
0,8,0,8
0,7,0,7
0,9,0,9
0,8,0,8
0,10,0,10
0,7,0,7
0,9,0,9
0,10,0,10
0,8,0,8
0,9,0,9
0,8,0,8
0,9,0,9
0,9,0,9
0,8,0,8
0,8,0,8
0,9,0,9
0,9,0,9
0,8,0,8
0,8,0,8
0,10,0,10
0,9,0,9
0,9,0,9
0,9,0,9
0,8,0,8
0,7,0,7
0,9,0,9
0,8,0,8
0,9,0,9
0,9,0,9
0,9,0,9
0,9,0,9
0,8,0,8
0,9,0,9
0,8,0,8
0,9,0,9
0,9,0,9
0,8,0,8
0,8,0,8
0,8,0,8
0,8,0,8
0,8,0,8
0,9,0,9
0.05,9,0,9
0.05,11,0,11
0.05,6,0,6
0.05,9,0,9
0.05,9,0,9
0.05,20,0,20
0.05,13,0,13
0.05,8,0,8
0.05,9,0,9
0.05,8,0,8
0.05,9,0,9
0.05,9,0,9
0.05,8,0,8
0.05,14,0,14
0.05,7,0,7
0.05,9,0,9
0.05,14,0,14
0.05,9,0,9
0.05,8,0,8
0.05,15,0,15
0.05,8,0,8
0.05,9,0,9
0.05,8,0,8
0.05,8,0,8
0.05,9,0,9
0.05,7,0,7
0.05,8,0,8
0.05,8,0,8
0.05,8,0,8
0.05,9,0,9
0.05,14,0,14
0.05,7,0,7
0.05,8,0,8
0.05,9,0,9
0.05,10,0,10
0.05,13,0,13
0.05,7,0,7
0.05,8,0,8
0.05,9,0,9
0.05,15,0,15
0.05,8,0,8
0.05,15,0,15
0.05,8,0,8
0.05,9,0,9
0.05,14,0,14
0.05,8,0,8
0.05,9,0,9
0.05,14,0,14
0.05,8,0,8
0.05,9,0,9
0.05,8,0,8
0.05,9,0,9
0.05,8,0,8
0.05,9,0,9
0.05,9,0,9
0.05,13,0,13
0.05,8,0,8
0.05,8,0,8
0.05,9,0,9
0.05,9,0,9
0.05,7,0,7
0.05,14,0,14
0.05,9,0,9
0.05,8,0,8
0.05,8,0,8
0.05,8,0,8
0.05,13,0,13
0.05,15,0,15
0.05,9,0,9
0.05,10,0,10
0.05,9,0,9
0.05,9,0,9
0.05,9,0,9
0.05,15,0,15
0.05,9,0,9
0.05,9,0,9
0.05,9,0,9
0.05,9,0,9
0.05,8,0,8
0.05,8,0,8
0.05,7,0,7
0.05,9,0,9
0.05,8,0,8
0.05,7,0,7
0.05,9,0,9
0.05,8,0,8
0.05,9,0,9
0.05,9,0,9
0.05,9,0,9
0.05,8,0,8
0.05,8,0,8
0.05,10,0,10
0.05,9,0,9
0.05,9,0,9
0.05,8,0,8
0.05,8,0,8
0.05,8,0,8
0.05,9,0,9
0.05,8,0,8
0.05,7,0,7
0.1,8,0,8
0.1,10,0,10
0.1,8,0,8
0.1,9,0,9
0.1,8,0,8
0.1,17,0,17
0.1,8,0,8
0.1,8,0,8
0.1,8,0,8
0.1,67,14,53
0.1,11,0,11
0.1,9,0,9
0.1,11,0,11
0.1,10,0,10
0.1,10,0,10
0.1,8,0,8
0.1,54,0,54
0.1,8,0,8
0.1,15,0,15
0.1,8,0,8
0.1,10,0,10
0.1,12,0,12
0.1,15,0,15
0.1,9,0,9
0.1,8,0,8
0.1,9,0,9
0.1,7,0,7
0.1,14,0,14
0.1,8,0,8
0.1,7,0,7
0.1,9,0,9
0.1,7,0,7
0.1,13,0,13
0.1,9,0,9
0.1,9,0,9
0.1,8,0,8
0.1,7,0,7
0.1,7,0,7
0.1,15,0,15
0.1,9,0,9
0.1,8,0,8
0.1,7,0,7
0.1,6,0,6
0.1,10,0,10
0.1,7,0,7
0.1,8,0,8
0.1,8,0,8
0.1,9,0,9
0.1,9,0,9
0.1,9,0,9
0.1,18,0,18
0.1,19,0,19
0.1,10,0,10
0.1,7,0,7
0.1,9,0,9
0.1,10,0,10
0.1,6,0,6
0.1,8,0,8
0.1,9,0,9
0.1,46,0,46
0.1,9,0,9
0.1,9,0,9
0.1,8,0,8
0.1,9,0,9
0.1,7,0,7
0.1,10,0,10
0.1,13,0,13
0.1,9,0,9
0.1,8,0,8
0.1,9,0,9
0.1,9,0,9
0.1,55,0,55
0.1,7,0,7
0.1,8,0,8
0.1,7,0,7
0.1,10,0,10
0.1,8,0,8
0.1,8,0,8
0.1,9,0,9
0.1,15,0,15
0.1,9,0,9
0.1,23,0,23
0.1,18,0,18
0.1,8,0,8
0.1,8,0,8
0.1,8,0,8
0.1,8,0,8
0.1,7,0,7
0.1,54,0,54
0.1,8,0,8
0.1,8,0,8
0.1,13,0,13
0.1,9,0,9
0.1,8,0,8
0.1,10,0,10
0.1,9,0,9
0.1,9,0,9
0.1,8,0,8
0.1,21,0,21
0.1,6,0,6
0.15,9,0,9
0.15,14,0,14
0.15,8,0,8
0.15,9,0,9
0.15,7,0,7
0.15,8,0,8
0.15,9,0,9
0.15,54,1,53
0.15,8,0,8
0.15,8,0,8
0.15,9,0,9
0.15,7,0,7
0.15,9,0,9
0.15,9,0,9
0.15,9,0,9
0.15,14,0,14
0.15,8,0,8
0.15,9,0,9
0.15,8,0,8
0.15,18,0,18
0.15,7,0,7
0.15,19,0,19
0.15,8,0,8
0.15,8,0,8
0.15,9,0,9
0.15,9,0,9
0.15,8,0,8
0.15,11,0,11
0.15,122,25,97
0.15,8,0,8
0.15,25,0,25
0.15,10,0,10
0.15,8,0,8
0.15,106,44,62
0.15,8,0,8
0.15,9,0,9
0.15,50,6,44
0.15,9,0,9
0.15,9,0,9
0.15,8,0,8
0.15,8,0,8
0.15,9,0,9
0.15,21,0,21
0.15,7,0,7
0.15,9,0,9
0.15,9,0,9
0.15,7,0,7
0.15,26,0,26
0.15,14,0,14
0.15,9,0,9
0.15,14,0,14
0.15,10,0,10
0.15,9,0,9
0.15,8,0,8
0.15,9,0,9
0.15,41,0,41
0.15,19,0,19
0.15,8,0,8
0.15,10,0,10
0.15,9,0,9
0.15,8,0,8
0.15,9,0,9
0.15,95,27,68
0.15,9,0,9
0.15,9,0,9
0.15,8,0,8
0.15,40,0,40
0.15,14,0,14
0.15,180,68,112
0.15,8,0,8
0.15,11,0,11
0.15,38,1,37
0.15,9,0,9
0.15,7,0,7
0.15,9,0,9
0.15,9,0,9
0.15,94,14,80
0.15,9,0,9
0.15,10,0,10
0.15,8,0,8
0.15,20,0,20
0.15,8,0,8
0.15,7,0,7
0.15,9,0,9
0.15,49,0,49
0.15,10,0,10
0.15,22,0,22
0.15,9,0,9
0.15,21,0,21
0.15,8,0,8
0.15,8,0,8
0.15,8,0,8
0.15,12,0,12
0.15,9,0,9
0.15,7,0,7
0.15,14,0,14
0.15,29,0,29
0.15,13,0,13
0.15,8,0,8
0.15,14,0,14
0.2,13,0,13
0.2,8,0,8
0.2,7,0,7
0.2,9,0,9
0.2,641,316,325
0.2,354,134,220
0.2,14,0,14
0.2,6,0,6
0.2,13,0,13
0.2,32,0,32
0.2,9,0,9
0.2,7,0,7
0.2,23,0,23
0.2,9,0,9
0.2,140,57,83
0.2,45,2,43
0.2,20,0,20
0.2,9,0,9
0.2,10,0,10
0.2,9,0,9
0.2,9,0,9
0.2,8,0,8
0.2,9,0,9
0.2,66,26,40
0.2,8,0,8
0.2,10,0,10
0.2,10,0,10
0.2,65,9,56
0.2,62,2,60
0.2,8,0,8
0.2,40,0,40
0.2,8,0,8
0.2,113,29,84
0.2,8,0,8
0.2,13,0,13
0.2,7,0,7
0.2,9,0,9
0.2,12,0,12
0.2,9,0,9
0.2,13,0,13
0.2,8,0,8
0.2,9,0,9
0.2,14,0,14
0.2,8,0,8
0.2,8,0,8
0.2,233,71,162
0.2,8,0,8
0.2,9,0,9
0.2,9,0,9
0.2,13,0,13
0.2,8,0,8
0.2,15,0,15
0.2,18,0,18
0.2,7,0,7
0.2,8,0,8
0.2,8,0,8
0.2,9,0,9
0.2,17,0,17
0.2,14,0,14
0.2,9,0,9
0.2,9,0,9
0.2,8,0,8
0.2,260,96,164
0.2,9,0,9
0.2,25,0,25
0.2,8,0,8
0.2,9,0,9
0.2,38,2,36
0.2,8,0,8
0.2,13,0,13
0.2,102,56,46
0.2,9,0,9
0.2,8,0,8
0.2,8,0,8
0.2,44,0,44
0.2,24,0,24
0.2,20,0,20
0.2,192,84,108
0.2,7,0,7
0.2,7,0,7
0.2,8,0,8
0.2,13,0,13
0.2,12,0,12
0.2,8,0,8
0.2,8,0,8
0.2,14,0,14
0.2,8,0,8
0.2,7,0,7
0.2,8,0,8
0.2,148,57,91
0.2,16,0,16
0.2,8,0,8
0.2,30,0,30
0.2,8,0,8
0.2,57,11,46
0.2,82,12,70
0.2,9,0,9
0.2,8,0,8
0.2,9,0,9
0.2,8,0,8
0.25,9,0,9
0.25,9,0,9
0.25,8,0,8
0.25,46,0,46
0.25,9,0,9
0.25,117,61,56
0.25,384,218,166
0.25,9,0,9
0.25,9,0,9
0.25,7,0,7
0.25,8,0,8
0.25,13,0,13
0.25,12,0,12
0.25,14,0,14
0.25,9,0,9
0.25,15,0,15
0.25,7,0,7
0.25,9,0,9
0.25,7,0,7
0.25,29,0,29
0.25,7,0,7
0.25,7,0,7
0.25,375,199,176
0.25,8,0,8
0.25,8,0,8
0.25,8,0,8
0.25,9,0,9
0.25,455,198,257
0.25,830,470,360
0.25,6,0,6
0.25,10,0,10
0.25,14,0,14
0.25,8,0,8
0.25,267,126,141
0.25,9,0,9
0.25,9,0,9
0.25,128,62,66
0.25,29,0,29
0.25,497,241,256
0.25,13,0,13
0.25,14,0,14
0.25,9,0,9
0.25,9,0,9
0.25,13,0,13
0.25,8,0,8
0.25,8,0,8
0.25,8,0,8
0.25,9,0,9
0.25,449,231,218
0.25,14,0,14
0.25,7,0,7
0.25,588,339,249
0.25,9,0,9
0.25,8,0,8
0.25,258,130,128
0.25,8,0,8
0.25,8,0,8
0.25,19,0,19
0.25,26,0,26
0.25,367,172,195
0.25,63,18,45
0.25,54,7,47
0.25,298,163,135
0.25,18,0,18
0.25,129,55,74
0.25,8,0,8
0.25,393,243,150
0.25,91,15,76
0.25,170,74,96
0.25,8,0,8
0.25,319,133,186
0.25,8,0,8
0.25,9,0,9
0.25,45,0,45
0.25,774,453,321
0.25,8,0,8
0.25,38,1,37
0.25,9,0,9
0.25,8,0,8
0.25,18,0,18
0.25,39,0,39
0.25,8,0,8
0.25,167,56,111
0.25,194,62,132
0.25,894,519,375
0.25,18,0,18
0.25,247,118,129
0.25,9,0,9
0.25,9,0,9
0.25,374,168,206
0.25,594,359,235
0.25,18,0,18
0.25,220,121,99
0.25,14,0,14
0.25,8,0,8
0.25,10,0,10
0.25,7,0,7
0.25,19,0,19
0.25,8,0,8
0.25,5,0,5
0.3,700,488,212
0.3,13,0,13
0.3,880,571,309
0.3,631,424,207
0.3,381,255,126
0.3,10,0,10
0.3,8,0,8
0.3,1807,1204,603
0.3,632,425,207
0.3,19,0,19
0.3,8,0,8
0.3,29,0,29
0.3,13,0,13
0.3,311,222,89
0.3,7,0,7
0.3,11,0,11
0.3,445,213,232
0.3,7,0,7
0.3,8,0,8
0.3,7,0,7
0.3,9,0,9
0.3,188,82,106
0.3,13,0,13
0.3,8,0,8
0.3,9,0,9
0.3,11,0,11
0.3,8,0,8
0.3,43,0,43
0.3,13,0,13
0.3,7,0,7
0.3,11,0,11
0.3,465,285,180
0.3,8,0,8
0.3,548,291,257
0.3,15,0,15
0.3,544,353,191
0.3,143,88,55
0.3,1656,1153,503
0.3,15,0,15
0.3,8,0,8
0.3,422,277,145
0.3,1926,1282,644
0.3,8,0,8
0.3,8,0,8
0.3,750,499,251
0.3,9,0,9
0.3,273,140,133
0.3,8,0,8
0.3,8,0,8
0.3,28,0,28
0.3,8,0,8
0.3,463,284,179
0.3,14,0,14
0.3,908,562,346
0.3,9,0,9
0.3,215,104,111
0.3,8,0,8
0.3,213,83,130
0.3,9,0,9
0.3,2572,1730,842
0.3,151,94,57
0.3,8,0,8
0.3,13,0,13
0.3,1479,953,526
0.3,7,0,7
0.3,13,0,13
0.3,8,0,8
0.3,825,524,301
0.3,558,390,168
0.3,14,0,14
0.3,18,0,18
0.3,718,465,253
0.3,1657,1140,517
0.3,542,379,163
0.3,687,380,307
0.3,8,0,8
0.3,9,0,9
0.3,1192,813,379
0.3,13,0,13
0.3,38,1,37
0.3,10,0,10
0.3,872,584,288
0.3,14,0,14
0.3,8,0,8
0.3,9,0,9
0.3,88,7,81
0.3,705,494,211
0.3,901,580,321
0.3,8,0,8
0.3,10,0,10
0.3,300,174,126
0.3,9,0,9
0.3,7,0,7
0.3,278,163,115
0.3,316,192,124
0.3,8,0,8
0.3,8,0,8
0.3,8,0,8
0.3,7,0,7
0.3,8,0,8
0.35,13,0,13
0.35,555,398,157
0.35,3017,2339,678
0.35,4583,3435,1148
0.35,3254,2453,801
0.35,13,0,13
0.35,7,0,7
0.35,804,599,205
0.35,1495,1138,357
0.35,3866,2939,927
0.35,985,756,229
0.35,8,0,8
0.35,2133,1538,595
0.35,2398,1832,566
0.35,8,0,8
0.35,9,0,9
0.35,1537,1045,492
0.35,8,0,8
0.35,10,0,10
